No,Nama,LLDikti,
1712,Sekolah Tinggi Agama Kristen Negeri Kupang,,
1713,Sekolah Tinggi Agama Kristen Negeri Palangka Raya,,
1714,Sekolah Tinggi Agama Kristen Negeri Toraja,,
1715,Sekolah Tinggi Agama Kristen Oikumene Timika,,
1716,Sekolah Tinggi Agama Kristen Terpadu Pesat Salatiga,,
1717,Sekolah Tinggi Agama Kristen Teruna Bhakti,,
1718,Sekolah Tinggi Agama Kristen Wiyata Wacana Pati,,
1719,Sekolah Tinggi Akuntansi Dan Manajemen Indonesia,1,
1720,Sekolah Tinggi Alkitab Batu Malang,,
1721,Sekolah Tinggi Alkitab Ginosko Airmadidi,,
1722,Sekolah Tinggi Alkitab Jember,,
1723,Sekolah Tinggi Alkitab Nusantara,,
1724,Sekolah Tinggi Alkitab Penyebaran Injil (STAPIN) Majalengka,,
1725,Sekolah Tinggi Alkitab Surabaya,,
1726,Sekolah Tinggi Alkitab Tiranus Bandung,,
1727,Sekolah Tinggi Analis Bakti Asih,4,
1728,SEKOLAH TINGGI ANALIS BAKTI ASIH,,
1729,Sekolah Tinggi Analis Kimia Cilegon,4,
1730,Sekolah Tinggi Arsitektur YKPN Yogyakarta,5,
1731,Sekolah Tinggi Bahasa Asing &quot;IEC&quot;,3,
1732,Sekolah Tinggi Bahasa Asing Bina Dinamika Cianjur,4,
1733,Sekolah Tinggi Bahasa Asing Cakrawala Nusantara,15,
1734,Sekolah Tinggi Bahasa Asing Cipto Hadi Pranoto,4,
1735,Sekolah Tinggi Bahasa Asing Cirebon,4,
1736,Sekolah Tinggi Bahasa Asing Harapan,1,
1737,Sekolah Tinggi Bahasa Asing JIA,4,
1738,Sekolah Tinggi Bahasa Asing Jiu,4,
1739,Sekolah Tinggi Bahasa Asing LIA,3,
1740,Sekolah Tinggi Bahasa Asing LIA Jakarta,3,
1741,Sekolah Tinggi Bahasa Asing LIA Yogyakarta,5,
1742,Sekolah Tinggi Bahasa Asing Malang,7,
1743,Sekolah Tinggi Bahasa Asing Methodist,2,
1744,Sekolah Tinggi Bahasa Asing Pertiwi Indonesia,3,
1745,Sekolah Tinggi Bahasa Asing Pontianak,11,
1746,Sekolah Tinggi Bahasa Asing Prayoga,10,
1747,Sekolah Tinggi Bahasa Asing Saraswati,8,
1748,Sekolah Tinggi Bahasa Asing Sebelas April Sumedang,4,
1749,Sekolah Tinggi Bahasa Asing Technocrat,4,
1750,Sekolah Tinggi Bahasa Asing Yapari,4,
1751,Sekolah Tinggi Bahasa Asing Yunisla Bandar Lampung,2,
1752,Sekolah Tinggi Bahasa Harapan Bersama,11,
1753,Sekolah Tinggi Bibelvrouw HKBP Laguboti,,
1754,Sekolah Tinggi Bio Sains Swadiri,14,
1755,Sekolah Tinggi Bisnis Dan Manajemen Dua Saudara,16,
1756,Sekolah Tinggi Desain Bali,8,
1757,Sekolah Tinggi Desain Indonesia Bandung,4,
1758,Sekolah Tinggi Desain Interstudi,3,
1759,Sekolah Tinggi Desain La Salle,3,
1760,Sekolah Tinggi Diakones HKBP Balige,,
1761,Sekolah Tinggi Dirasat Islamiyah Imam Syafi`i Jember,,
1762,Sekolah Tinggi Ekonomi  Manajemen Bisnis Islam (STEMBI) Bandung,,
1763,Sekolah Tinggi Ekonomi Bisnis Islam Syari'ah Bina Mandiri Cileungsu Bogor,,
1764,Sekolah Tinggi Ekonomi Dan Bisnis Islam (STEBIS) Muhammadiyah Sumedang,,
1765,Sekolah Tinggi Ekonomi Dan Bisnis Islam (STEBIS) Pagaralam,,
1766,Sekolah Tinggi Ekonomi Dan Bisnis Islam Al Jabar Bandung Jawa Barat,,
1767,Sekolah Tinggi Ekonomi Dan Bisnis Islam Al-Muhsin Yogyakarta,,
1768,Sekolah Tinggi Ekonomi Dan Bisnis Islam Darussalam Ogan Komering Ilir Sumsel,,
1769,Sekolah Tinggi Ekonomi Dan Bisnis Islam Nur Ilmi Al-Ismailiyun,,
1770,Sekolah Tinggi Ekonomi Dan Bisnis Islam Syaikhona Kholil Sidogiri Pasuruan,,
1771,Sekolah Tinggi Ekonomi Dan Bisnis Islam Tanggamus Lampung,,
1772,Sekolah Tinggi Ekonomi Dan Bisnis Syariah (STEBIS) Indo Global Mandiri,,
1773,Sekolah Tinggi Ekonomi Dan Bisnis Syariah Indo Global Mandiri,,
1774,Sekolah Tinggi Ekonomi Dan Perbankan Islam Mr. Sjafruddin Prawiranegara,,
1775,Sekolah Tinggi Ekonomi Islam (STEI) Al-Arsyadi Kalimantan Timur,,
1776,Sekolah Tinggi Ekonomi Islam (STEI) LPPM,,
1777,Sekolah Tinggi Ekonomi Islam (STEI) Tazkia,,
1778,Sekolah Tinggi Ekonomi Islam Al Furqon Prabumulih Sumatera Selatan,,
1779,Sekolah Tinggi Ekonomi Islam Al Ishlah Bobos,,
1780,Sekolah Tinggi Ekonomi Islam Bina Cipta Madani,,
1781,Sekolah Tinggi Ekonomi Islam Darul Qur'an Minak Selebah,,
1782,Sekolah Tinggi Ekonomi Islam Hamfara Yogyakarta,,
1783,Sekolah Tinggi Ekonomi Islam Kanjeng Sepuh Gresik Jawa Timur,,
1784,Sekolah Tinggi Ekonomi Islam Masyarakat Madani,,
1785,Sekolah Tinggi Ekonomi Islam SEBI,,
1786,Sekolah Tinggi Ekonomi Islam SEBI (STEI SEBI) Ciputat Tangerang,,
1787,Sekolah Tinggi Ekonomi Islam Yogyakarta,,
1788,Sekolah Tinggi Ekonomi Syari`ah Islamic Village Tangerang,,
1789,Sekolah Tinggi Ekonomi Syari'ah Bhakti Nugraha,,
1790,Sekolah Tinggi Ekonomi Syariah Harapan Bima,,
1791,Sekolah Tinggi Ekonomi Syariah Ihya Ulumiddin,,
1792,Sekolah Tinggi Ekonomi Syariah Manna Wa Salwa Tanah Datar Sumatera Barat,,
1793,Sekolah Tinggi Elektronika &amp; Komputer (STEKOM),6,
1794,Sekolah Tinggi Elektronika Dan Komputer Pat,6,
1795,Sekolah Tinggi Elektronika Dan Komputer PAT,6,
1796,Sekolah Tinggi Energi Dan Mineral,,
1797,SEKOLAH TINGGI FARMASI BANDUNG,,
1798,SEKOLAH TINGGI FARMASI INDONESIA BANDUNG,4,
1799,SEKOLAH TINGGI FARMASI INDONESIA PERINTIS PADANG,,
1800,SEKOLAH TINGGI FARMASI MAHAGANESHA,,
1801,SEKOLAH TINGGI FARMASI MUHAMMADIYAH CIREBON,4,
1802,SEKOLAH TINGGI FARMASI MUHAMMADIYAH CIREBON,,
1803,SEKOLAH TINGGI FARMASI MUHAMMADIYAH TANGERANG,4,
1804,SEKOLAH TINGGI FARMASI MUHAMMADIYAH TANGERANG,,
1805,Sekolah Tinggi Filsafat Driyarkara,3,
1806,Sekolah Tinggi Filsafat Fajar Timur Jayapura,14,
1807,Sekolah Tinggi Filsafat Islam (STFI) Sadra Jakarta,,
1808,Sekolah Tinggi Filsafat Jaffray Makassar,,
1809,Sekolah Tinggi Filsafat Katolik Ledalero,15,
1810,Sekolah Tinggi Filsafat Seminari Pineleng,16,
1811,Sekolah Tinggi Filsafat Teologi Widya Sasana,7,
1812,Sekolah Tinggi Filsafat Theologi Jakarta,3,
1813,Sekolah Tinggi Filsafat Theologi S Nusantara,1,
1814,Sekolah Tinggi Guru Huria HKBP Sipoholon,,
1815,Sekolah Tinggi Hindu Dharma Klaten Jawa Tengah,,
1816,Sekolah Tinggi Hukum Bandung,4,
1817,Sekolah Tinggi Hukum Galunggung,4,
1818,Sekolah Tinggi Hukum Garut,4,
1819,Sekolah Tinggi Hukum Indonesia Jakarta,3,
1820,Sekolah Tinggi Hukum Militer AHM - PTHM,,
1821,Sekolah Tinggi Hukum Pasundan,4,
1822,Sekolah Tinggi Ilmu Adab Dan Budaya Islam Riyadul 'Ulum,,
1823,Sekolah Tinggi Ilmu Administrasi AAN,5,
1824,Sekolah Tinggi Ilmu Administrasi Adabiah,10,
1825,Sekolah Tinggi Ilmu Administrasi Al Gazali Barru,9,
1826,Sekolah Tinggi Ilmu Administrasi Amuntai,11,
1827,Sekolah Tinggi Ilmu Administrasi Bagasasi,4,
1828,Sekolah Tinggi Ilmu Administrasi Bandung,4,
1829,Sekolah Tinggi Ilmu Administrasi Banten,4,
1830,Sekolah Tinggi Ilmu Administrasi Bayuangga,7,
1831,Sekolah Tinggi Ilmu Administrasi Bayuangga Probolinggo,7,
1832,Sekolah Tinggi Ilmu Administrasi Bengkulu,2,
1833,Sekolah Tinggi Ilmu Administrasi Bina Banua Banjarmasin,11,
1834,Sekolah Tinggi Ilmu Administrasi Bina Taruna,16,
1835,Sekolah Tinggi Ilmu Administrasi Cimahi,4,
1836,Sekolah Tinggi Ilmu Administrasi Darul Rahman Tual,12,
1837,Sekolah Tinggi Ilmu Administrasi Indragiri,10,
1838,Sekolah Tinggi Ilmu Administrasi Iskandar Thani,13,
1839,Sekolah Tinggi Ilmu Administrasi Karya Dharma,14,
1840,Sekolah Tinggi Ilmu Administrasi Kawula Indonesia,3,
1841,Sekolah Tinggi Ilmu Administrasi Lancang Kuning,10,
1842,Sekolah Tinggi Ilmu Administrasi Langgur,12,
1843,Sekolah Tinggi Ilmu Administrasi Lppn,10,
1844,Sekolah Tinggi Ilmu Administrasi Madani,6,
1845,SEKOLAH TINGGI ILMU ADMINISTRASI MALANG,7,
1846,Sekolah Tinggi Ilmu Administrasi Malang,7,
1847,Sekolah Tinggi Ilmu Administrasi Mataram,8,
1848,Sekolah Tinggi Ilmu Administrasi Maulana Yusuf Banten,4,
1849,Sekolah Tinggi Ilmu Administrasi Menara Siswa,4,
1850,Sekolah Tinggi Ilmu Administrasi Muhammadiyah Selong,8,
1851,Sekolah Tinggi Ilmu Administrasi Nasional,13,
1852,Sekolah Tinggi Ilmu Administrasi Pancamarga Palu,16,
1853,Sekolah Tinggi Ilmu Administrasi Panglima Sudirman,7,
1854,Sekolah Tinggi Ilmu Administrasi Pelita Nusantara,13,
1855,Sekolah Tinggi Ilmu Administrasi Pembangunan,7,
1856,Sekolah Tinggi Ilmu Administrasi Puangrimaggalatung,9,
1857,Sekolah Tinggi Ilmu Administrasi Said Perintah,12,
1858,Sekolah TInggi Ilmu Administrasi Said Perintah Masohi,,
1859,Sekolah Tinggi Ilmu Administrasi Sandikta,4,
1860,Sekolah Tinggi Ilmu Administrasi Satya Negara,2,
1861,Sekolah Tinggi Ilmu Administrasi Saumlaki,12,
1862,Sekolah Tinggi Ilmu Administrasi Sebelas April,4,
1863,Sekolah Tinggi Ilmu Administrasi Setih Setio,10,
1864,Sekolah Tinggi Ilmu Administrasi Tabalong,11,
1865,Sekolah Tinggi Ilmu Administrasi Trinitas,12,
1866,Sekolah Tinggi Ilmu Administrasi Yappi Makassar,9,
1867,Sekolah Tinggi Ilmu Administrasi YPPT Tasikmalaya,4,
1868,Sekolah Tinggi Ilmu Agama Buddha Jinarakkhita,,
1869,Sekolah Tinggi Ilmu Agama Buddha Smaratungga,,
1870,Sekolah Tinggi Ilmu Agama Islam Al Azhar,,
1871,Sekolah Tinggi Ilmu Al Qur`an An Nur Yogyakarta,,
1872,Sekolah Tinggi Ilmu Al Quran Al Multazam,,
1873,Sekolah Tinggi Ilmu Al Qur'an Ar-Rahman,,
1874,Sekolah Tinggi Ilmu Al Quran Wali Songo Situbondo Jawa Timur,,
1875,Sekolah Tinggi Ilmu Al-Qur`an (STIQ) Islamic Center Demak,,
1876,Sekolah Tinggi Ilmu Al-Qur`an (STIQ) Isy Karima Karanganyar,,
1877,Sekolah Tinggi Ilmu Al-Quran (STIQ) An-Nur Lempuing OKI,,
1878,Sekolah Tinggi Ilmu Al-Qur'an (STIQ) Bima,,
1879,Sekolah Tinggi Ilmu Al-Qur'an Al-Lathifiyyah Palembang Sumatera Selatan,,
1880,Sekolah Tinggi Ilmu Al-Qur'an Nurul Islam,,
1881,Sekolah Tinggi Ilmu Bahasa Arab Ar-Raayah,,
1882,Sekolah Tinggi Ilmu Bahasa Arab Darul Ulum Banyuanyar Pamekasan Jawa Timur,,
1883,Sekolah Tinggi Ilmu Bahasa Asing Bumi Gora Mataram,8,
1884,Sekolah Tinggi Ilmu Bahasa Asing Invada,4,
1885,Sekolah Tinggi Ilmu Bahasa Asing ITMI Medan,1,
1886,Sekolah Tinggi Ilmu Bahasa Asing Persada Bunda,10,
1887,Sekolah Tinggi Ilmu Bahasa Dan Dakwah Masjid Agung Sunan Ampel Surabaya Jatim,,
1888,Sekolah Tinggi Ilmu Bahasa Dan Sastra Satya Widya,7,
1889,Sekolah Tinggi Ilmu Bisnis Kumala Nusa,5,
1890,Sekolah Tinggi Ilmu Budaya Islam Syekh Jangkung Pati,,
1891,Sekolah Tinggi Ilmu Dakwah Al - Biruni,,
1892,Sekolah Tinggi Ilmu Dakwah Dan Komunikasi Al-Hamidy Pamekasan,,
1893,Sekolah Tinggi Ilmu Dakwah Dan Komunikasi Islam Al Mardliyyah Pamekasan,,
1894,Sekolah Tinggi Ilmu Dakwah Dan Komunikasi Islam AL-AZIZ Batam,,
1895,Sekolah Tinggi Ilmu Dakwah Dan Komunikasi Islam Ar-rahmah Surabaya,,
1896,Sekolah Tinggi Ilmu Dakwah Dan Komunikasi Islam Bogor Jawa Barat,,
1897,Sekolah Tinggi Ilmu Dakwah Dan Komunikasi Islam Nahdlatul Ulama Indramayu,,
1898,Sekolah Tinggi Ilmu Dakwah Mohammad Natsir,,
1899,Sekolah Tinggi Ilmu Dakwah Raudlatul Iman Sumenep Jawa Timur,,
1900,Sekolah Tinggi Ilmu Dakwah Sirnarasa,,
1901,Sekolah Tinggi Ilmu Eknomi Yapis Merauke,14,
1902,Sekolah Tinggi Ilmu Ekonom Syari'ah Mitra Karya Bekasi Jawa Barat,,
1903,Sekolah Tinggi Ilmu Ekonomi 45 Mataram,8,
1904,Sekolah Tinggi Ilmu Ekonomi AAS,6,
1905,Sekolah Tinggi Ilmu Ekonomi Abdi Nusa,2,
1906,Sekolah Tinggi Ilmu Ekonomi Adi Unggul Bhirawa,6,
1907,Sekolah Tinggi Ilmu Ekonomi Ahmad Dahlan Jakarta,3,
1908,Sekolah Tinggi Ilmu Ekonomi AKA,6,
1909,Sekolah Tinggi Ilmu Ekonomi Al Washliyah,1,
1910,Sekolah Tinggi Ilmu Ekonomi Al-Anwar,7,
1911,Sekolah Tinggi Ilmu Ekonomi Al-Khairiyah,4,
1912,Sekolah Tinggi Ilmu Ekonomi AMA,6,
1913,Sekolah Tinggi Ilmu Ekonomi Amkop Makassar,9,
1914,Sekolah Tinggi Ilmu Ekonomi AMM,8,
1915,Sekolah Tinggi Ilmu Ekonomi Amsir Pare-pare,9,
1916,Sekolah Tinggi Ilmu Ekonomi Anindyaguna,6,
1917,Sekolah Tinggi Ilmu Ekonomi APRIN,2,
1918,Sekolah Tinggi Ilmu Ekonomi Aprin,2,
1919,Sekolah Tinggi Ilmu Ekonomi Artha Bodhi Iswara,7,
1920,Sekolah Tinggi Ilmu Ekonomi Asia Malang,7,
1921,Sekolah Tinggi Ilmu Ekonomi Assholeh,6,
1922,Sekolah Tinggi Ilmu Ekonomi Atma Bhakti,6,
1923,Sekolah Tinggi Ilmu Ekonomi Bajiminasa Makassar,9,
1924,Sekolah Tinggi Ilmu Ekonomi Bali International Institute Of Tourism Management Kuta Badung,8,
1925,Sekolah Tinggi Ilmu Ekonomi Balikpapan,11,
1926,Sekolah Tinggi Ilmu Ekonomi Bangkinang,10,
1927,Sekolah Tinggi Ilmu Ekonomi Bank Bpd Jawa Tengah,6,
1928,Sekolah Tinggi Ilmu Ekonomi Bank BPD Jawa Tengah,6,
1929,Sekolah Tinggi Ilmu Ekonomi Banten,4,
1930,Sekolah Tinggi Ilmu Ekonomi Bentara Persada Batam,10,
1931,Sekolah Tinggi Ilmu Ekonomi Bhakti Pembangunan,3,
1932,Sekolah Tinggi Ilmu Ekonomi BII Bekasi,4,
1933,Sekolah Tinggi Ilmu Ekonomi Bima,8,
1934,Sekolah Tinggi Ilmu Ekonomi Bina Karya,1,
1935,Sekolah Tinggi Ilmu Ekonomi Binaniaga,4,
1936,Sekolah Tinggi Ilmu Ekonomi Bisma Lepisi,4,
1937,Sekolah Tinggi Ilmu Ekonomi Bisnis Indonesia,3,
1938,Sekolah Tinggi Ilmu Ekonomi Boedi Oetomo,11,
1939,Sekolah Tinggi Ilmu Ekonomi Bongaya Makassar,9,
1940,Sekolah Tinggi Ilmu Ekonomi BPKP,3,
1941,Sekolah Tinggi Ilmu Ekonomi Budi Pertiwi,4,
1942,Sekolah Tinggi Ilmu Ekonomi Bukit Zaitun Sorong,14,
1943,Sekolah Tinggi Ilmu Ekonomi Bulungan Tarakan,11,
1944,Sekolah Tinggi Ilmu Ekonomi Cakrawala,10,
1945,Sekolah Tinggi Ilmu Ekonomi Cendekia Bojonegoro,7,
1946,Sekolah Tinggi Ilmu Ekonomi Cendekia Karya Utama,6,
1947,Sekolah Tinggi Ilmu Ekonomi Cipasung,4,
1948,Sekolah Tinggi Ilmu Ekonomi Cirebon,4,
1949,Sekolah Tinggi Ilmu Ekonomi Dahani Dahanai Buntok,11,
1950,Sekolah Tinggi Ilmu Ekonomi Dan Bisnis Islam Lampung,,
1951,Sekolah Tinggi Ilmu Ekonomi Dan Bisnis Prana Putra,2,
1952,Sekolah Tinggi Ilmu Ekonomi Deli Sumatera,1,
1953,Sekolah Tinggi Ilmu Ekonomi Dewantara,4,
1954,Sekolah Tinggi Ilmu Ekonomi Dharma Agung Bandung,4,
1955,Sekolah Tinggi Ilmu Ekonomi Dharma Bumi Putra,3,
1956,Sekolah Tinggi Ilmu Ekonomi Dharma Nasional Jember,7,
1957,Sekolah Tinggi Ilmu Ekonomi Dharma Putra,6,
1958,Sekolah Tinggi Ilmu Ekonomi Dharma Putra Pekanbaru,10,
1959,Sekolah Tinggi Ilmu Ekonomi Dharma Putra Semarang,6,
1960,Sekolah Tinggi Ilmu Ekonomi Dr Kh Ez Mutaqien,4,
1961,Sekolah Tinggi Ilmu Ekonomi Dwi Sakti Baturaja,2,
1962,Sekolah Tinggi Ilmu Ekonomi Dwimulya,4,
1963,Sekolah Tinggi Ilmu Ekonomi Dwipa Wacana,3,
1964,Sekolah Tinggi Ilmu Ekonomi Eben Haezer Manado,16,
1965,Sekolah Tinggi Ilmu Ekonomi Eka Prasetya,1,
1966,Sekolah Tinggi Ilmu Ekonomi Ekadharma Indonesia,4,
1967,Sekolah Tinggi Ilmu Ekonomi Ekuitas,4,
1968,Sekolah Tinggi Ilmu Ekonomi El Fatah Manado,16,
1969,Sekolah Tinggi Ilmu Ekonomi El Hakim,10,
1970,Sekolah Tinggi Ilmu Ekonomi Enam-Enam Kendari,9,
1971,Sekolah Tinggi Ilmu Ekonomi Fatahillah,7,
1972,Sekolah Tinggi Ilmu Ekonomi Galileo,10,
1973,Sekolah Tinggi Ilmu Ekonomi Ganesha,3,
1974,Sekolah Tinggi Ilmu Ekonomi Gema Widya Bangsa,4,
1975,Sekolah Tinggi Ilmu Ekonomi Gempol,7,
1976,Sekolah Tinggi Ilmu Ekonomi Gentiaras,2,
1977,Sekolah Tinggi Ilmu Ekonomi Gici,4,
1978,Sekolah Tinggi Ilmu Ekonomi Graha Karya Muara Bulian,10,
1979,Sekolah Tinggi Ilmu Ekonomi Graha Kirana,1,
1980,Sekolah Tinggi Ilmu Ekonomi H Agus Salim,10,
1981,Sekolah Tinggi Ilmu Ekonomi Haji Agus Salim,10,
1982,Sekolah Tinggi Ilmu Ekonomi Harapan Bangsa,4,
1983,Sekolah Tinggi Ilmu Ekonomi Hidayatullah Depok,4,
1984,Sekolah Tinggi Ilmu Ekonomi IBBI,1,
1985,Sekolah Tinggi Ilmu Ekonomi IBMT,7,
1986,Sekolah Tinggi Ilmu Ekonomi Ibnusina,10,
1987,Sekolah Tinggi Ilmu Ekonomi Ichsan,16,
1988,Sekolah Tinggi Ilmu Ekonomi Ichsan Sidenreng Rappang,9,
1989,Sekolah Tinggi Ilmu Ekonomi IEU,7,
1990,Sekolah Tinggi Ilmu Ekonomi IGI,3,
1991,Sekolah Tinggi Ilmu Ekonomi Indocakti,7,
1992,Sekolah TInggi Ilmu Ekonomi Indonesia Banjarmasin,11,
1993,Sekolah Tinggi Ilmu Ekonomi Indonesia Banking School,3,
1994,Sekolah Tinggi Ilmu Ekonomi Indonesia Jakarta,3,
1995,Sekolah Tinggi Ilmu Ekonomi Indonesia Makassar,9,
1996,Sekolah Tinggi Ilmu Ekonomi Indonesia Malang,7,
1997,Sekolah Tinggi Ilmu Ekonomi Indonesia Medan,1,
1998,Sekolah Tinggi Ilmu Ekonomi Indonesia Membangun,4,
1999,Sekolah Tinggi Ilmu Ekonomi Indonesia Membangun (Inaba),4,
2000,Sekolah Tinggi Ilmu Ekonomi Indonesia Pontianak,11,
2001,Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya,7,
2002,Sekolah Tinggi Ilmu Ekonomi Indragiri Rengat,10,
2003,Sekolah Tinggi Ilmu Ekonomi Insan Pembangunan,4,
2004,Sekolah Tinggi Ilmu Ekonomi IPWI Jakarta,3,
2005,Sekolah Tinggi Ilmu Ekonomi ISM,4,
2006,Sekolah Tinggi Ilmu Ekonomi Isti Ekatana Upaweda,5,
2007,Sekolah Tinggi Ilmu Ekonomi ITMI Medan,1,
2008,Sekolah Tinggi Ilmu Ekonomi Jakarta International College,3,
2009,Sekolah Tinggi Ilmu Ekonomi Jambi,10,
2010,Sekolah Tinggi Ilmu Ekonomi Jaya Negara,7,
2011,Sekolah Tinggi Ilmu Ekonomi Jayakarta,3,
2012,Sekolah Tinggi Ilmu Ekonomi Jayakusuma,3,
2013,Sekolah Tinggi Ilmu Ekonomi Jayakusuma Jakarta,3,
2014,Sekolah Tinggi Ilmu Ekonomi Jembatan Bulan,14,
2015,Sekolah Tinggi Ilmu Ekonomi Kalpataru,4,
2016,Sekolah Tinggi Ilmu Ekonomi Karya,15,
2017,Sekolah Tinggi Ilmu Ekonomi Kasih Bangsa,3,
2018,Sekolah Tinggi Ilmu Ekonomi KBP,10,
2019,Sekolah Tinggi Ilmu Ekonomi Kertanegara,7,
2020,Sekolah Tinggi Ilmu Ekonomi Kesatuan,4,
2021,Sekolah Tinggi Ilmu Ekonomi Kesumanegara,7,
2022,Sekolah Tinggi Ilmu Ekonomi KH Ahmad Dahlan,7,
2023,Sekolah Tinggi Ilmu Ekonomi Koperasi Malang,7,
2024,Sekolah Tinggi Ilmu Ekonomi Krakatau,2,
2025,Sekolah Tinggi Ilmu Ekonomi Kridatama Bandung,4,
2026,Sekolah Tinggi Ilmu Ekonomi Kuala Kapuas,11,
2027,Sekolah Tinggi Ilmu Ekonomi Kusuma Negara,3,
2028,Sekolah Tinggi Ilmu Ekonomi La Tansa Mashiro,4,
2029,Sekolah Tinggi Ilmu Ekonomi Lamaddukelleng,9,
2030,Sekolah Tinggi Ilmu Ekonomi Lamappapoleonro Soppeng,9,
2031,Sekolah Tinggi Ilmu Ekonomi Lamappoleonro,9,
2032,Sekolah Tinggi Ilmu Ekonomi Lampung Timur,2,
2033,Sekolah Tinggi Ilmu Ekonomi Latifah Mubarokiyah,4,
2034,Sekolah Tinggi Ilmu Ekonomi Lembah Dempo,2,
2035,Sekolah Tinggi Ilmu Ekonomi Lhokseumawe,13,
2036,Sekolah Tinggi Ilmu Ekonomi LMII,1,
2037,Sekolah Tinggi Ilmu Ekonomi LPI Makassar,9,
2038,Sekolah Tinggi Ilmu Ekonomi Madani Balikpapan,11,
2039,Sekolah Tinggi Ilmu Ekonomi Mahardhika,7,
2040,Sekolah Tinggi Ilmu Ekonomi Mah-eisa,14,
2041,Sekolah Tinggi Ilmu Ekonomi Mahkota Tricom Unggul,1,
2042,Sekolah Tinggi Ilmu Ekonomi Makassar Bongaya,9,
2043,Sekolah Tinggi Ilmu Ekonomi Makassar Maju,9,
2044,Sekolah Tinggi Ilmu Ekonomi Malangkucecwara,7,
2045,Sekolah Tinggi Ilmu Ekonomi Manajemen Bisnis Indonesia,3,
2046,Sekolah Tinggi Ilmu Ekonomi Manajemen Industri Dan Jasa Indonesia,3,
2047,Sekolah Tinggi Ilmu Ekonomi Mandala,7,
2048,Sekolah Tinggi Ilmu Ekonomi Mars,1,
2049,Sekolah Tinggi Ilmu Ekonomi Media Nusantara Citra,3,
2050,Sekolah Tinggi Ilmu Ekonomi Miftahul Huda,4,
2051,Sekolah Tinggi Ilmu Ekonomi Miftahul Huda Subang,4,
2052,Sekolah Tinggi Ilmu Ekonomi Mikroskil,1,
2053,Sekolah Tinggi Ilmu Ekonomi Mitra Indonesia,5,
2054,Sekolah Tinggi Ilmu Ekonomi Muara Teweh,11,
2055,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Asahan,1,
2056,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Bandung,4,
2057,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Cilacap,6,
2058,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Jakarta,3,
2059,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Jambi,10,
2060,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Kalianda,2,
2061,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Kisaran,1,
2062,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Mamuju,9,
2063,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Palopo,9,
2064,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Pringsewu,2,
2065,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Samarinda,11,
2066,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Tanjung Redeb,11,
2067,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Tuban,7,
2068,Sekolah Tinggi Ilmu Ekonomi Mujahidin,16,
2069,Sekolah Tinggi Ilmu Ekonomi Mulia Darma Pratama,2,
2070,Sekolah Tinggi Ilmu Ekonomi Mulia Pratama,4,
2071,Sekolah Tinggi Ilmu Ekonomi Mulia Singkawang,11,
2072,Sekolah Tinggi Ilmu Ekonomi Multi Data Palembang,2,
2073,Sekolah Tinggi Ilmu Ekonomi Nasional,8,
2074,Sekolah Tinggi Ilmu Ekonomi Nasional Banjarmasin,11,
2075,Sekolah Tinggi Ilmu Ekonomi Nasional Indonesia,3,
2076,Sekolah Tinggi Ilmu Ekonomi Nasional Samarinda,11,
2077,Sekolah Tinggi Ilmu Ekonomi Nganjuk,7,
2078,Sekolah Tinggi Ilmu Ekonomi Nobel Indonesia Makassar,9,
2079,Sekolah Tinggi Ilmu Ekonomi Nu Trate,7,
2080,Sekolah Tinggi Ilmu Ekonomi Nusa Bangsa,1,
2081,Sekolah Tinggi Ilmu Ekonomi Nusa Megarkencana,5,
2082,Sekolah Tinggi Ilmu Ekonomi Nusantara Makassar,9,
2083,Sekolah Tinggi Ilmu Ekonomi Nusantara Sangatta,11,
2084,Sekolah Tinggi Ilmu Ekonomi Oemathonis,15,
2085,Sekolah Tinggi Ilmu Ekonomi Ottow &amp; Geissler Serui,14,
2086,Sekolah Tinggi Ilmu Ekonomi Palangka Raya,11,
2087,Sekolah Tinggi Ilmu Ekonomi Panca Bhakti Palu,16,
2088,Sekolah Tinggi Ilmu Ekonomi Pancasetia,11,
2089,Sekolah Tinggi Ilmu Ekonomi Pandu Madania,4,
2090,Sekolah Tinggi Ilmu Ekonomi Paripurna,4,
2091,Sekolah Tinggi Ilmu Ekonomi Pariwisata,16,
2092,Sekolah Tinggi Ilmu Ekonomi Pariwisata Api,5,
2093,Sekolah Tinggi Ilmu Ekonomi Pariwisata Indonesia,6,
2094,Sekolah Tinggi Ilmu Ekonomi Pariwisata Manado,16,
2095,Sekolah Tinggi Ilmu Ekonomi Pariwisata YAPARI,4,
